time,value
0.0,0.0
4.0,0.0
8.0,0.0
12.0,0.0
16.0,0.0
20.0,0.0
24.0,0.0
28.0,0.0
32.0,0.0
36.0,0.0
40.0,0.0
44.0,0.0
48.0,0.0
52.0,0.0
56.0,0.0
60.0,0.0
64.0,0.0
68.0,0.0
72.0,0.0
76.0,0.0
80.0,0.0
84.0,0.0
88.0,0.0
92.0,0.0
96.0,0.0
100.0,0.0
104.0,0.0
108.0,0.0
112.0,0.0
116.0,0.0
120.0,0.0
124.0,0.0
128.0,0.0
132.0,0.0
136.0,0.0
140.0,0.0
144.0,0.0
148.0,0.0
152.0,0.0
156.0,0.0
160.0,0.0
164.0,0.0
168.0,0.0
172.0,0.0
176.0,0.0
180.0,0.0
184.0,0.0
188.0,0.0
192.0,0.0
196.0,0.0
200.0,0.0
204.0,0.0
208.0,0.0
212.0,0.0
216.0,0.0
220.0,0.0
224.0,0.0
228.0,0.0
232.0,0.0
236.0,0.0
240.0,0.0
244.0,0.0
248.0,0.0
252.0,0.0
256.0,0.0
260.0,0.0
264.0,0.0
268.0,0.0
272.0,0.0
276.0,0.0
280.0,0.0
284.0,0.0
288.0,0.0
292.0,0.0
296.0,0.0
300.0,0.0
304.0,0.0
308.0,0.0
312.0,0.0
316.0,0.0
320.0,0.0
324.0,0.0
328.0,0.0
332.0,0.0
336.0,0.0
340.0,0.0
344.0,0.0
348.0,0.0
352.0,0.0
356.0,0.0
360.0,0.0
364.0,0.0
368.0,0.0
372.0,0.0
376.0,0.0
380.0,0.0
384.0,0.0
388.0,0.0
392.0,0.0
396.0,0.0
400.0,0.0
404.0,0.0
408.0,0.0
412.0,0.0
416.0,0.0
420.0,0.0
424.0,0.0
428.0,0.0
432.0,0.0
436.0,0.0
440.0,0.0
444.0,0.0
448.0,0.0
452.0,0.0
456.0,0.0
460.0,0.0
464.0,0.0
468.0,0.0
472.0,0.0
476.0,0.0
480.0,0.0
484.0,0.0
488.0,0.0
492.0,0.0
496.0,0.0
500.0,0.010060838053321964
504.0,0.006210598082453726
508.0,-0.010404963090650013
512.0,0.018599068861195778
516.0,0.0010358269135730472
520.0,0.005100418115621306
524.0,-0.0045633152937337865
528.0,-0.0030704327943380455
532.0,-0.022228124462931324
536.0,0.0038607496190568155
540.0,0.00897423687148667
544.0,0.020563788283982025
548.0,0.07772844237108796
552.0,0.09927026433437
556.0,0.10703401236515517
560.0,0.1526674860312681
564.0,0.18123521415981733
568.0,0.1977318556987987
572.0,0.20778421863469607
576.0,0.20713757527102095
580.0,0.206195157376064
584.0,0.2141053346680146
588.0,0.20426735282688394
592.0,0.1918622670298562
596.0,0.1798210309312639
600.0,0.16677242749906218
604.0,0.11918491112281816
608.0,0.09030596416896622
612.0,0.0819949923793433
616.0,0.02971997764291059
620.0,-0.010184752675188374
624.0,0.007146688156397789
628.0,-0.020903818549179616
632.0,-0.01888569368163603
636.0,0.009792638614530495
640.0,0.012602683305839999
644.0,0.005424112999625827
648.0,-0.006308473579585383
652.0,0.01095715606959564
656.0,0.008670237275009766
660.0,0.0035720044163655602
664.0,0.01744994775363879
668.0,0.008510256917476517
672.0,-0.011488536033628894
676.0,-0.015979544016622584
680.0,-0.0026737178293831996
684.0,0.016852335161448254
688.0,0.017075114735349974
692.0,0.01448456429556531
696.0,-0.014506018055807571
700.0,0.007047640173743607
704.0,-0.038680777139985245
708.0,-0.07229599215821139
712.0,-0.13431706068862825
716.0,-0.17949632802543009
720.0,-0.010332556519444131
724.0,0.20922372952664833
728.0,0.43766924164295484
732.0,0.6594989801027964
736.0,0.8872096694739336
740.0,1.0925411283456006
744.0,0.8805828245669405
748.0,0.6666325642302704
752.0,0.43412713852174967
756.0,0.21415602748105383
760.0,0.003283599302920342
764.0,-0.07630411478648355
768.0,-0.1675551527203018
772.0,-0.22736589580248562
776.0,-0.3134678297005993
780.0,-0.24487716737041865
784.0,-0.16073792567516854
788.0,-0.06214187914261146
792.0,0.0017926505374219756
796.0,0.00576667430113637
800.0,-0.0012758085994916423
804.0,0.011316356356818845
808.0,0.009973362698045173
812.0,0.004651650760211507
816.0,0.01009755210315542
820.0,-0.003655573140423517
824.0,-0.01095433272500057
828.0,-0.0016342559208077717
832.0,-0.011934093160664317
836.0,-0.018889488319861047
840.0,-0.0021712010431551225
844.0,0.015559124556115798
848.0,-0.009881217379416591
852.0,0.0077095024983316615
856.0,-0.00939154423456934
860.0,0.003417229482179327
864.0,-0.010842435537789767
868.0,0.0020448175079253693
872.0,0.006015582547752639
876.0,0.00246340279879998
880.0,-0.023613803280765833
884.0,-0.016825276364626354
888.0,-0.0005647776727293553
892.0,-0.0012449581807043295
896.0,0.014890505812665433
900.0,0.0056047706174794975
904.0,0.03936997441120113
908.0,0.06319916436293078
912.0,0.11468970365972009
916.0,0.12291626003636585
920.0,0.16260075324126305
924.0,0.1735436959194223
928.0,0.21106064970747995
932.0,0.23768876089879953
936.0,0.26982767286705983
940.0,0.2855043947724924
944.0,0.3048347149115272
948.0,0.3175987663535286
952.0,0.337672098599847
956.0,0.31711545174151934
960.0,0.32468634855337297
964.0,0.3254292280675532
968.0,0.30996104939340774
972.0,0.32247937902495366
976.0,0.3108544040896942
980.0,0.28000361362203335
984.0,0.27282466675999767
988.0,0.257500071458449
992.0,0.21960759120073603
996.0,0.19297749842689593
1000.0,0.17236672909841957
1004.0,0.1382925556210578
1008.0,0.10517591871380287
1012.0,0.06521901790095362
1016.0,0.030366177653732573
1020.0,0.006099584855564008
1024.0,-0.010848539012356067
1028.0,0.01014085997826588
1032.0,0.011169465357175109
1036.0,0.003863631882975745
1040.0,0.004651212112238755
1044.0,-0.002720067466964991
1048.0,-0.005332370652059635
1052.0,0.0076135992150812735
1056.0,-0.006712152845413818
1060.0,-0.0012905552092491949
1064.0,0.0013692547644549272
1068.0,-0.0008982085525944443
1072.0,0.0031375541184540234
1076.0,0.010060185851806625
1080.0,0.006938072221835202
1084.0,0.00953353412208237
1088.0,-0.006907896592251342
1092.0,-0.0032449454117225106
1096.0,-0.0002845268169003977
1100.0,0.0
1104.0,0.0
1108.0,0.0
1112.0,0.0
1116.0,0.0
1120.0,0.0
1124.0,0.0
1128.0,0.0
1132.0,0.0
1136.0,0.0
1140.0,0.0
1144.0,0.0
1148.0,0.0
1152.0,0.0
1156.0,0.0
1160.0,0.0
1164.0,0.0
1168.0,0.0
1172.0,0.0
1176.0,0.0
1180.0,0.0
1184.0,0.0
1188.0,0.0
1192.0,0.0
1196.0,0.0
1200.0,0.0
1204.0,0.0
1208.0,0.0
1212.0,0.0
1216.0,0.0
1220.0,0.0
1224.0,0.0
1228.0,0.0
1232.0,0.0
1236.0,0.0
1240.0,0.0
1244.0,0.0
1248.0,0.0
1252.0,0.0
1256.0,0.0
1260.0,0.0
1264.0,0.0
1268.0,0.0
1272.0,0.0
1276.0,0.0
1280.0,0.0
1284.0,0.0
1288.0,0.0
1292.0,0.0
1296.0,0.0
1300.0,0.0
1304.0,0.0
1308.0,0.0
1312.0,0.0
1316.0,0.0
1320.0,0.0
1324.0,0.0
1328.0,0.0
1332.0,0.0
1336.0,0.0
1340.0,0.0
1344.0,0.0
1348.0,0.0
1352.0,0.0
1356.0,0.0
1360.0,0.0
1364.0,0.0
1368.0,0.0
1372.0,0.0
1376.0,0.0
1380.0,0.0
1384.0,0.0
1388.0,0.0
1392.0,0.0
1396.0,0.0
1400.0,0.0
1404.0,0.0
1408.0,0.0
1412.0,0.0
1416.0,0.0
1420.0,0.0
1424.0,0.0
1428.0,0.0
1432.0,0.0
1436.0,0.0
1440.0,0.0
1444.0,0.0
1448.0,0.0
1452.0,0.0
1456.0,0.0
1460.0,0.0
1464.0,0.0
1468.0,0.0
1472.0,0.0
1476.0,0.0
1480.0,0.0
1484.0,0.0
1488.0,0.0
1492.0,0.0
1496.0,0.0
1500.0,0.0
1504.0,0.0
1508.0,0.0
1512.0,0.0
1516.0,0.0
1520.0,0.0
1524.0,0.0
1528.0,0.0
1532.0,0.0
1536.0,0.0
1540.0,0.0
1544.0,0.0
1548.0,0.0
1552.0,0.0
1556.0,0.0
1560.0,0.0
1564.0,0.0
1568.0,0.0
1572.0,0.0
1576.0,0.0
1580.0,0.0
1584.0,0.0
1588.0,0.0
1592.0,0.0
1596.0,0.0
1600.0,0.0
1604.0,0.0
1608.0,0.0
1612.0,0.0
1616.0,0.0
1620.0,0.0
1624.0,0.0
1628.0,0.0
1632.0,0.0
1636.0,0.0
1640.0,0.0
1644.0,0.0
1648.0,0.0
1652.0,0.0
1656.0,0.0
1660.0,0.0
1664.0,0.0
1668.0,0.0
1672.0,0.0
1676.0,0.0
1680.0,0.0
1684.0,0.0
1688.0,0.0
1692.0,0.0
1696.0,0.0
1700.0,0.0
1704.0,0.0
1708.0,0.0
1712.0,0.0
1716.0,0.0
1720.0,0.0
1724.0,0.0
1728.0,0.0
1732.0,0.0
1736.0,0.0
1740.0,0.0
1744.0,0.0
1748.0,0.0
1752.0,0.0
1756.0,0.0
1760.0,0.0
1764.0,0.0
1768.0,0.0
1772.0,0.0
1776.0,0.0
1780.0,0.0
1784.0,0.0
1788.0,0.0
1792.0,0.0
1796.0,0.0
1800.0,0.0
1804.0,0.0
1808.0,0.0
1812.0,0.0
1816.0,0.0
1820.0,0.0
1824.0,0.0
1828.0,0.0
1832.0,0.014079769878939231
1836.0,-0.012241758739949584
1840.0,0.022695779022735212
1844.0,0.0204442150910662
1848.0,0.006031855053778637
1852.0,-0.016418453295936566
1856.0,0.013360389510237297
1860.0,0.000371420418467677
1864.0,-0.001989618188211118
1868.0,0.010375909383262416
1872.0,-0.0007204316865860688
1876.0,0.052689540412581795
1880.0,0.0682555697617584
1884.0,0.09246869025111813
1888.0,0.11698840144866883
1892.0,0.1541501554881329
1896.0,0.16961823500099124
1900.0,0.21059769652719854
1904.0,0.1991037479400771
1908.0,0.23780960139332052
1912.0,0.22753572729247376
1916.0,0.21032598352194934
1920.0,0.21919293725993655
1924.0,0.20009851988230398
1928.0,0.17977854712406002
1932.0,0.17047935297255587
1936.0,0.135570694131595
1940.0,0.09585838006962268
1944.0,0.07967247326049874
1948.0,0.0443301446637376
1952.0,-0.012065958710899476
1956.0,-0.01425269194396783
1960.0,0.0038371082682955473
1964.0,-0.0023520423001123355
1968.0,0.014652892580825116
1972.0,-0.01828939439015214
1976.0,0.016403591189802884
1980.0,0.013289931052504101
1984.0,0.016095524996436534
1988.0,-0.0019396382463140224
1992.0,-0.010327547128523098
1996.0,-0.007402188187625606
2000.0,0.0007766001179256483
2004.0,0.007344960993312577
2008.0,0.010953955377224728
2012.0,-0.002205912677949497
2016.0,0.002141749429709692
2020.0,0.016536810768552745
2024.0,0.0038224289163604516
2028.0,5.4208042076889865e-05
2032.0,-0.005257878644913744
2036.0,-0.03573265643942776
2040.0,-0.08819326237794359
2044.0,-0.1281047353337933
2048.0,-0.15151185646908788
2052.0,-0.00018507120209142425
2056.0,0.21464668225538175
2060.0,0.4522174232624601
2064.0,0.657785226391858
2068.0,0.8696322987846102
2072.0,1.0980258477777394
2076.0,0.8766811054374097
2080.0,0.6629972154934809
2084.0,0.42136709655163596
2088.0,0.2242609061131986
2092.0,0.004919000528433242
2096.0,-0.08804955971488035
2100.0,-0.18574441473853165
2104.0,-0.24155688185711527
2108.0,-0.33326087155420286
2112.0,-0.2366324394568112
2116.0,-0.1491331877252961
2120.0,-0.07044589710333196
2124.0,0.021216504460969354
2128.0,0.01868900931725472
2132.0,0.005613988412871414
2136.0,0.016731246081843735
2140.0,0.0160059163121292
2144.0,-0.00010652054936197196
2148.0,-0.007530983398529585
2152.0,-0.023927322514354775
2156.0,0.004710319987572771
2160.0,0.0011714003667984679
2164.0,-0.0003683210777117145
2168.0,-0.0005710542325528903
2172.0,-0.017813041987053805
2176.0,-0.002151252567020618
2180.0,0.007014038330307518
2184.0,0.004465232262113777
2188.0,-0.006398921754248283
2192.0,-0.02141547128366398
2196.0,0.00271901901006338
2200.0,-0.0009743207845402797
2204.0,-0.01094242521613306
2208.0,0.00727796345422865
2212.0,-0.013952089365719266
2216.0,0.004375048221928986
2220.0,0.0024073170882642145
2224.0,-0.0076130955691802605
2228.0,-0.011460887576936165
2232.0,-0.010458287253331833
2236.0,0.03333182828821438
